295	651	73	4	29	26	68	37	55	20	2	32	8	43	2	100	79	50	9	52	38	25	9	14	19	23	16	17	81	2	62	93	53	94	24	100	33	85	77	37	46	35	1	51	87	98	18	2	11	54	54	93	71	55	69	47	30	22	71	31	6	97	97	29	66	26	21	46	54	8	22	62	63	21	14	93	19	26	45	36	36	6	10	51	87	100	91	10	68	39	41	28	56	42	68	24	1	90	36	90	66	96	
340	707	50	52	52	29	93	86	46	74	58	26	26	65	5	17	32	62	91	71	35	71	8	96	37	21	97	44	35	48	61	100	63	29	31	73	3	23	16	34	17	39	23	90	76	30	53	52	78	77	46	49	75	86	10	61	94	9	89	3	23	73	60	55	35	18	68	35	87	45	55	34	62	48	39	78	70	91	3	89	95	48	39	68	44	14	21	90	55	98	84	24	88	4	95	59	13	57	24	31	85	19	
354	715	32	23	28	43	99	56	100	89	56	66	32	29	11	46	3	46	77	90	79	59	51	47	32	94	45	22	88	65	41	48	9	89	6	6	6	73	41	57	78	8	85	64	40	91	79	9	21	66	23	25	86	38	26	78	17	21	69	67	96	35	46	69	71	32	40	89	72	62	83	12	97	27	81	14	71	8	61	17	61	52	39	18	82	10	82	87	10	82	18	55	45	49	98	16	79	58	36	37	95	61	
360	717	9	80	33	99	4	56	25	30	98	75	52	37	13	2	32	59	7	75	27	18	87	99	10	76	49	79	46	53	10	74	67	91	22	18	76	75	3	5	96	23	78	92	63	66	62	62	38	27	59	14	49	53	44	62	12	16	96	90	20	6	19	10	86	58	43	69	47	80	23	32	77	69	31	12	82	92	75	20	67	91	89	65	15	56	36	57	31	86	50	36	90	81	18	46	72	4	90	20	28	30	
404	59	93	66	72	93	20	33	29	9	41	62	86	60	47	69	93	67	92	67	7	28	28	90	80	14	94	8	68	31	28	81	34	26	55	64	21	87	24	96	59	10	53	6	83	83	30	55	5	5	22	24	40	36	41	85	25	9	39	76	62	95	43	85	59	66	87	25	92	54	16	44	59	71	65	8	77	69	63	52	26	30	61	69	57	74	84	38	6	10	7	19	7	9	36	52	3	47	66	32	69	40	
406	2468	99	86	95	25	3	67	77	78	7	95	9	69	99	46	84	95	39	17	13	55	71	73	54	58	10	82	14	79	5	98	38	70	89	45	7	22	94	58	21	45	14	86	58	39	29	21	56	50	38	54	57	6	90	60	13	82	53	49	97	26	75	49	93	74	63	42	39	20	95	14	66	32	33	86	89	93	41	14	39	19	79	66	22	93	31	25	65	26	77	56	16	27	25	4	42	96	28	4	28	62	
208	401	63	18	51	6	95	94	9	22	23	47	77	66	50	30	96	68	51	52	80	69	61	72	11	86	45	24	6	1	86	88	13	2	27	73	93	60	59	94	82	11	95	97	49	23	55	75	41	4	81	59	13	17	34	69	30	76	87	90	25	38	9	64	7	94	19	43	4	35	42	9	92	16	33	24	7	80	65	96	43	29	75	64	25	6	42	46	67	11	65	34	73	89	60	27	31	32	2	30	72	47	
427	770	46	64	79	80	46	3	58	83	72	93	53	17	33	65	49	55	48	75	36	58	16	3	16	89	66	41	54	55	55	1	48	87	77	68	36	69	35	37	84	98	79	17	92	62	46	27	64	32	84	24	78	48	29	87	5	8	88	61	91	26	9	20	8	95	20	53	92	73	31	23	44	4	52	4	98	28	88	17	90	20	99	89	78	55	63	75	6	13	76	96	84	21	3	15	16	77	61	74	15	60	
441	781	36	91	17	5	98	30	68	87	38	35	94	77	8	35	68	43	76	66	31	46	55	96	66	35	96	4	47	86	55	41	52	94	46	82	84	97	10	11	87	88	92	31	94	44	52	33	85	32	35	39	14	51	76	18	58	98	34	86	40	19	66	51	31	41	10	30	81	31	43	18	96	21	75	46	40	28	95	34	33	65	99	58	99	76	28	49	1	73	40	12	12	74	74	53	42	73	26	25	21	84	
455	839	8	2	79	78	72	79	25	85	94	62	92	74	20	47	70	13	49	18	5	57	53	73	87	54	39	28	58	34	2	44	72	23	93	2	13	12	48	46	44	45	25	90	70	54	32	22	69	94	91	14	2	17	23	21	3	91	86	51	76	88	37	91	39	62	22	64	64	30	50	33	91	68	5	64	79	23	89	41	18	93	93	39	98	33	68	61	83	75	10	98	58	94	56	7	25	45	50	57	20	50	
480	857	58	9	47	30	94	83	81	94	40	71	26	39	61	97	99	55	56	86	1	86	12	1	13	93	64	62	77	40	96	43	94	87	17	59	71	92	33	38	17	27	51	19	66	36	61	100	1	78	85	56	40	19	6	52	64	21	43	11	79	14	49	75	57	62	98	28	84	84	41	48	73	6	97	77	32	46	72	41	33	13	78	78	98	38	92	99	76	14	86	72	28	81	74	57	34	91	48	42	25	20	
493	880	79	80	1	59	65	42	24	38	88	39	21	82	67	33	89	69	27	89	14	78	83	64	15	23	80	93	67	59	16	35	89	57	89	22	59	94	85	90	88	27	78	26	10	84	71	50	46	51	12	77	27	70	77	42	4	12	89	52	44	81	78	91	44	34	1	28	94	94	45	85	13	89	37	52	26	75	51	22	73	57	59	33	54	26	16	56	11	51	35	24	17	35	38	27	91	81	77	99	21	25	
565	884	48	72	52	30	72	71	42	95	26	43	61	73	18	7	93	44	36	57	81	12	48	22	49	64	63	64	33	90	30	22	47	85	9	2	48	9	71	15	8	9	14	72	5	92	84	51	75	6	22	93	99	24	10	13	34	51	8	100	9	80	38	99	13	24	31	97	60	100	91	4	38	50	76	74	45	51	95	57	25	52	46	37	63	31	48	89	19	93	42	53	86	37	8	7	88	49	28	93	56	92	
145	446	24	43	11	92	66	91	95	20	45	93	40	81	12	28	86	81	47	30	85	69	79	25	13	75	49	13	48	17	69	39	77	31	59	33	79	47	5	57	35	38	13	1	25	14	23	82	25	65	4	3	53	100	34	17	41	53	9	89	17	14	56	50	8	79	61	77	100	100	94	94	16	31	52	96	96	4	100	67	28	97	98	47	76	3	42	26	93	54	87	66	41	3	90	86	63	51	54	73	5	72	
596	943	90	65	47	39	69	65	70	67	43	77	48	20	63	94	63	56	12	87	27	60	57	37	13	18	78	55	77	67	54	12	7	88	7	82	45	55	85	98	90	45	64	44	72	11	69	15	56	27	4	3	98	45	12	94	67	8	57	37	79	8	8	39	52	82	32	95	98	15	18	8	26	23	33	15	15	18	54	85	96	25	66	81	8	51	74	95	75	6	11	74	53	15	13	2	3	87	53	41	76	39	
612	1008	34	12	39	72	95	77	79	37	86	20	81	91	3	63	23	84	82	17	67	73	4	37	52	65	27	50	61	39	92	54	80	44	97	90	30	3	46	15	12	48	47	16	46	31	32	73	83	81	2	7	65	96	58	77	99	81	70	73	89	66	29	88	75	87	77	24	98	83	5	99	67	46	7	20	82	16	82	45	92	74	18	15	68	26	90	35	93	19	54	61	53	80	71	95	14	62	4	52	49	80	
651	1057	7	100	3	13	25	22	84	87	73	22	18	67	8	9	53	51	61	5	1	26	26	89	82	64	38	12	52	95	38	18	21	86	85	62	87	32	24	95	58	94	97	89	83	92	20	68	27	69	26	53	87	26	94	22	84	79	86	87	19	79	57	25	79	34	28	15	83	8	98	35	68	65	35	76	48	14	66	18	2	82	26	31	88	92	14	68	69	90	76	22	22	41	85	61	28	43	35	95	86	85	
667	1064	91	31	3	48	89	88	4	31	100	34	13	66	11	22	49	21	78	38	71	38	83	77	35	26	72	48	77	70	57	59	35	69	43	55	42	45	39	92	88	43	47	100	6	79	36	62	17	45	9	74	98	32	27	73	87	14	34	49	2	83	2	16	86	36	85	38	26	100	15	75	88	88	90	89	86	75	19	23	57	34	89	45	32	62	84	89	51	11	37	55	21	47	77	7	87	95	73	89	32	97	
361	718	7	35	97	7	93	72	60	7	11	28	77	10	58	24	80	43	32	81	42	43	23	42	34	87	59	65	36	60	51	18	37	97	53	94	100	2	34	95	76	62	81	67	59	89	57	76	68	99	23	84	45	70	82	12	78	68	30	8	45	95	30	73	53	14	63	14	9	70	50	22	99	66	22	96	31	64	48	99	95	49	95	77	26	4	20	16	50	11	43	36	35	49	38	36	42	22	46	49	53	86	
146	1175	13	52	76	38	66	91	75	24	11	84	24	54	22	94	47	11	49	24	100	88	72	37	70	41	30	17	58	23	56	13	99	58	75	51	18	60	62	42	32	15	95	19	97	14	72	39	50	50	11	66	53	78	20	7	9	34	96	42	31	39	74	12	37	67	24	81	67	64	94	71	52	37	32	53	19	58	63	98	98	45	59	94	18	19	6	49	71	92	16	62	99	73	77	35	84	73	21	20	4	17	
806	2189	63	57	22	11	80	39	61	82	8	82	74	6	90	58	3	28	89	79	20	53	59	1	1	45	9	66	1	71	90	50	27	88	39	53	74	88	41	30	98	31	46	36	2	1	48	34	58	25	66	66	8	19	37	71	84	72	71	58	24	55	94	8	78	91	68	87	32	80	30	90	6	66	99	78	3	89	46	35	70	9	50	68	89	53	96	54	10	69	32	85	96	21	49	62	9	57	37	42	1	41	
828	1199	83	16	11	28	75	9	32	75	26	98	54	8	29	86	79	66	63	52	58	28	40	85	5	89	9	27	58	12	31	66	68	24	16	88	26	97	19	34	56	86	73	96	16	38	73	39	43	60	38	17	65	71	96	75	43	11	14	79	82	28	31	43	84	46	16	52	94	99	63	45	73	41	84	32	21	61	69	40	78	52	38	39	32	42	91	62	25	21	76	69	5	56	45	85	98	7	38	82	90	29	
841	1210	79	21	82	44	25	48	12	51	31	64	24	50	61	74	56	59	11	55	96	38	21	5	67	16	54	97	68	25	56	53	24	3	88	87	92	93	68	54	9	20	56	42	7	19	73	64	82	45	15	54	46	18	24	24	43	20	72	73	28	18	65	46	98	53	39	91	5	38	39	7	27	4	17	89	41	49	78	72	19	78	36	96	18	80	54	87	61	45	37	44	34	98	52	96	93	12	10	92	7	23	
851	1220	90	15	43	22	38	79	88	20	52	66	64	99	15	35	82	8	30	92	14	34	32	29	3	82	20	68	56	90	5	19	33	12	47	62	60	52	31	10	16	30	76	44	73	97	13	78	98	64	52	47	38	17	82	57	47	11	95	65	97	55	65	2	93	79	1	28	55	86	28	100	24	23	38	61	21	17	12	82	21	32	19	48	62	91	3	75	58	72	67	73	54	63	82	87	42	88	8	55	67	55	
873	1237	34	28	69	26	84	98	24	27	6	41	83	68	82	40	56	6	27	25	98	100	34	81	88	86	8	74	96	86	46	71	42	5	54	91	81	33	48	33	37	28	6	37	56	22	11	5	28	5	41	31	23	82	42	27	57	38	1	62	74	95	98	57	17	37	21	94	25	51	64	40	36	70	24	3	95	77	88	79	94	32	81	25	49	97	50	39	92	10	24	66	31	31	39	64	33	99	63	23	43	74	
829	1200	1	7	12	98	16	78	90	67	42	29	8	64	63	31	15	50	96	24	85	17	74	1	49	7	14	8	92	85	18	72	89	22	87	38	33	38	89	88	9	12	9	84	25	88	62	70	57	99	27	100	61	15	50	63	5	54	25	44	26	9	3	96	81	97	47	70	78	69	27	8	3	36	16	56	50	23	13	70	33	54	37	10	59	5	80	35	43	24	84	77	58	19	51	28	39	35	84	56	71	66	
909	1255	42	98	87	84	90	88	32	48	6	83	97	41	81	34	2	64	49	41	32	66	95	69	98	93	59	70	73	15	30	94	93	30	78	90	88	79	54	79	53	93	55	33	97	22	84	16	11	22	15	61	64	43	44	7	32	63	31	38	27	51	17	90	69	17	18	64	2	85	81	21	35	26	29	20	29	6	53	92	89	21	17	6	6	82	48	67	51	100	51	22	98	72	81	93	42	95	81	43	83	54	
913	1280	44	39	99	49	4	40	82	55	58	50	70	47	44	5	87	16	59	45	61	48	52	100	53	34	24	25	15	54	81	86	53	68	99	18	77	83	91	17	90	36	49	64	6	50	26	7	35	68	19	88	22	58	48	32	10	49	41	99	47	45	77	75	43	23	82	5	23	8	62	2	70	50	95	42	53	55	37	32	75	53	50	36	93	18	94	65	88	70	76	96	20	29	14	48	12	38	73	51	47	50	
147	1290	7	27	30	47	31	20	79	46	67	30	3	90	97	27	29	62	30	78	73	75	25	72	68	85	37	43	9	53	8	44	53	51	50	13	53	89	88	34	67	85	19	43	38	26	75	11	67	14	28	61	56	17	89	91	8	72	1	13	66	40	51	3	66	41	64	59	86	60	56	85	74	28	54	65	22	87	40	36	45	58	56	77	35	29	16	64	55	78	28	97	74	8	30	35	4	80	40	84	16	36	
976	1296	10	63	4	87	6	84	80	58	6	94	34	93	15	28	2	46	93	27	78	77	57	45	67	93	17	99	36	17	5	88	20	97	57	60	7	4	39	7	3	89	98	53	49	68	33	45	7	92	34	40	25	85	37	1	19	32	33	53	25	60	32	55	91	44	58	35	72	91	40	21	50	33	85	64	56	30	44	75	68	7	8	54	38	100	54	19	50	84	38	35	29	66	82	23	84	56	54	56	96	100	
977	1313	88	11	18	12	1	47	4	3	35	93	44	67	80	92	86	19	34	81	7	28	73	10	45	6	62	63	9	4	4	26	92	51	77	96	73	10	43	29	11	3	32	71	69	22	26	49	25	14	76	83	43	36	18	38	68	73	92	25	10	67	78	83	7	32	3	100	4	99	36	100	59	14	23	69	49	42	53	45	18	17	92	17	34	1	73	98	33	9	93	56	92	39	33	88	57	2	66	36	68	28	
1036	1334	15	25	34	90	26	36	65	31	15	40	42	75	72	97	16	39	18	32	81	73	78	93	71	75	57	91	84	34	8	15	25	67	57	48	80	55	41	88	51	66	100	90	9	17	40	20	73	36	65	22	92	49	39	63	21	44	90	30	98	5	33	17	36	94	41	65	68	66	21	14	56	62	41	44	2	70	55	22	61	55	23	29	22	63	49	18	59	90	13	41	33	19	37	5	79	57	39	90	31	11	
1039	380	69	42	34	73	56	41	59	42	7	19	58	50	11	55	99	41	16	68	50	89	14	38	97	16	67	26	37	57	76	2	41	11	16	64	8	100	85	88	23	7	43	16	62	84	92	73	87	94	78	2	66	34	58	60	11	97	27	99	86	59	48	2	12	84	45	7	52	43	63	98	86	32	39	62	12	22	66	63	18	24	47	33	23	10	13	17	43	40	29	13	32	39	54	87	54	53	12	63	60	91	
1060	1344	73	6	42	27	63	32	66	58	89	15	27	51	36	54	3	16	5	91	14	50	50	94	65	94	14	30	72	46	4	93	37	44	83	37	10	29	83	37	84	11	69	94	15	39	46	88	79	71	53	38	28	78	47	24	25	86	73	49	37	55	9	40	99	75	99	33	97	39	19	85	18	9	53	9	5	58	87	96	54	89	57	66	53	43	39	18	44	82	58	7	1	54	69	96	11	6	17	79	19	23	
1075	598	49	91	31	14	67	91	91	21	55	92	53	13	6	89	41	46	39	14	77	31	96	100	11	2	73	53	81	13	50	75	45	7	100	11	84	20	27	89	55	50	94	95	10	2	84	76	55	62	76	39	38	58	43	66	76	41	69	19	5	3	88	78	10	36	51	79	53	60	97	47	3	94	49	27	84	46	5	82	97	82	64	62	12	46	47	53	50	20	77	90	51	98	44	32	53	64	89	42	65	23	
1078	1373	76	48	41	36	78	63	69	64	27	75	51	36	30	83	45	8	73	59	83	65	44	63	50	68	18	19	66	7	97	49	54	73	74	40	40	1	92	78	12	57	36	13	69	63	75	28	91	15	96	51	66	34	75	6	61	43	15	39	63	81	35	6	81	34	43	43	42	69	74	48	1	63	37	9	35	86	83	32	22	91	30	76	19	21	9	69	96	14	97	19	45	52	18	5	82	92	76	30	43	72	
1091	1382	7	56	27	36	76	89	48	11	87	34	21	34	56	4	2	2	97	81	91	35	15	44	18	19	47	77	70	47	58	29	20	7	25	23	20	93	9	53	27	78	74	98	5	71	43	51	92	39	71	11	73	93	15	64	91	23	8	74	57	25	8	12	38	14	12	2	4	84	16	54	69	53	31	79	75	42	28	81	24	36	92	70	87	39	45	71	34	89	94	62	59	81	87	69	89	47	50	19	22	8	
685	1402	54	79	46	59	1	1	76	43	86	39	95	74	8	5	46	16	33	63	76	90	99	44	73	47	14	78	17	56	17	5	92	24	54	6	28	20	32	35	32	9	79	97	36	47	27	84	75	50	100	36	87	24	85	30	86	32	10	26	23	67	82	28	71	88	5	99	38	55	7	37	95	12	78	76	40	25	97	93	44	2	81	17	77	59	18	94	33	87	98	51	20	44	96	88	1	87	91	64	82	34	
269	1405	13	7	75	84	46	1	99	36	53	94	34	12	25	81	60	45	62	6	30	14	41	35	63	10	17	15	91	76	81	72	95	58	24	84	86	30	11	82	10	37	29	99	33	51	26	95	40	46	85	39	15	1	75	22	7	47	56	29	76	32	52	46	57	36	40	50	94	71	22	99	62	24	56	73	31	78	58	4	4	87	51	82	52	74	51	56	31	93	33	67	51	46	26	97	41	1	44	89	27	33	
1141	1415	7	2	29	59	71	2	24	54	69	54	43	64	16	17	8	76	23	89	1	59	11	22	23	97	23	5	62	70	85	42	14	44	53	38	29	7	33	39	8	48	20	54	31	99	99	55	49	47	90	61	47	29	52	3	62	60	38	45	97	21	66	30	42	29	49	40	24	3	16	82	87	81	21	88	53	13	61	65	77	80	83	16	33	33	25	20	27	11	97	78	53	62	45	93	99	92	50	7	41	96	
1145	1419	20	53	18	29	24	76	34	74	37	82	45	20	53	72	25	21	13	8	57	24	47	65	40	83	52	36	35	48	28	94	69	35	58	65	88	15	59	91	45	34	60	15	70	17	67	64	94	28	51	42	81	10	9	14	5	67	2	90	31	51	15	68	29	58	79	82	77	92	11	37	25	99	69	17	45	27	36	59	77	54	1	62	21	49	19	92	94	11	3	94	86	31	53	57	89	87	11	63	50	90	
518	1456	84	52	18	92	87	41	24	66	9	56	81	78	13	46	28	84	19	81	43	13	22	14	62	49	39	38	85	28	95	65	20	35	81	41	65	10	79	68	97	64	33	48	7	84	75	42	96	62	40	30	52	88	22	24	98	79	57	64	21	97	4	74	96	91	68	42	23	95	43	78	96	9	53	79	38	2	41	32	34	4	25	85	92	49	13	55	39	75	48	67	40	24	93	30	41	70	8	76	72	85	
1194	1457	43	45	74	43	56	90	93	36	55	77	55	35	68	23	87	37	21	5	43	16	84	35	23	49	80	81	37	22	61	96	23	11	16	96	13	94	27	39	77	12	16	32	77	11	81	76	15	59	11	15	58	24	85	14	67	77	69	38	100	71	43	31	58	39	89	100	31	66	87	57	3	11	100	51	78	19	35	96	15	76	43	8	6	48	62	59	78	51	55	7	28	51	75	88	85	8	47	19	20	95	
807	1465	44	95	97	31	95	13	41	23	22	100	33	12	68	34	62	88	69	38	8	70	24	84	66	96	28	36	37	19	83	15	31	13	78	49	2	24	1	13	66	20	39	6	22	53	47	14	78	30	72	50	33	53	31	39	17	59	62	10	54	58	83	50	22	9	12	44	48	60	22	72	15	12	83	38	20	51	11	65	69	61	92	27	5	90	78	60	47	58	65	76	1	9	99	24	100	48	76	47	15	12	
362	719	68	47	5	51	25	46	29	35	10	61	40	8	10	70	38	50	41	46	37	40	88	7	66	98	95	66	47	97	100	37	70	81	90	65	83	68	57	43	24	2	58	16	82	92	16	68	72	48	33	54	69	1	38	51	40	43	100	91	20	94	38	32	30	76	99	6	98	45	6	57	73	37	88	5	67	76	18	53	19	26	36	7	36	47	59	20	55	87	77	68	70	19	33	98	68	69	43	69	68	24	
1229	1511	30	12	76	80	6	84	93	5	1	32	43	83	75	6	53	23	55	9	22	16	23	42	26	75	22	60	39	34	38	44	97	24	92	27	68	34	51	91	50	31	5	66	25	13	93	33	33	18	54	23	67	77	10	89	44	43	62	38	38	77	67	34	37	44	91	20	10	60	80	57	6	41	57	72	74	50	20	57	62	25	56	45	93	36	25	41	65	56	47	60	4	98	60	8	1	80	9	80	63	71	
1241	4851	53	4	78	27	56	60	17	36	93	88	52	82	59	50	88	50	59	5	16	43	17	83	75	38	78	66	50	56	13	12	27	19	81	98	43	13	5	72	96	88	69	37	11	18	45	24	23	31	74	86	65	59	60	72	9	59	36	97	4	96	77	7	83	74	61	34	15	52	13	30	43	6	49	35	97	1	64	88	36	8	96	37	50	16	7	16	77	75	2	6	90	3	9	95	30	3	7	11	45	90	
1243	1534	25	76	50	84	35	59	51	46	12	19	1	97	65	91	98	32	77	85	58	72	39	23	52	94	91	63	10	91	100	71	68	45	55	29	25	72	60	39	47	74	97	25	93	11	6	83	66	92	69	61	82	83	71	72	46	28	9	17	93	53	9	11	16	75	48	3	8	31	16	87	95	71	64	4	25	87	88	73	49	44	31	64	49	72	97	34	89	25	50	37	98	80	25	71	3	21	63	83	31	64	
1231	885	80	13	23	87	92	5	60	61	51	81	59	1	50	19	94	41	31	62	67	93	97	69	47	56	95	89	74	41	33	61	42	7	20	41	28	31	43	6	14	3	24	6	15	2	60	88	41	7	4	2	47	43	91	81	41	28	59	71	8	82	48	16	18	88	92	5	47	82	3	58	95	64	8	65	19	30	27	72	26	51	60	41	64	87	53	53	87	63	89	17	17	40	77	27	9	59	49	86	93	88	
1266	1575	96	85	100	70	84	38	55	94	5	63	21	44	22	15	44	31	20	52	67	90	13	52	41	22	21	17	74	30	77	37	6	97	71	89	94	80	21	100	42	95	74	46	43	34	68	70	83	33	76	20	25	36	98	68	54	56	21	20	47	33	94	78	20	97	14	74	21	20	88	59	3	35	66	34	61	79	79	93	18	65	53	6	23	19	66	18	79	82	88	15	25	37	74	26	6	10	28	65	30	83	
