11	11	70	34	62	78	44	1	71	47	62	42	37	85	6	22	1	71	36	51	45	36	39	53	35	72	47	89	5	28	48	17	78	16	49	47	9	84	60	76	72	8	97	43	47	64	25	83	96	100	55	60	25	98	8	6	50	77	37	94	63	85	45	61	90	44	57	17	91	78	88	6	68	22	8	39	28	88	94	6	63	4	69	40	63	75	89	50	84	9	86	4	76	90	50	41	50	48	90	45	18	1	
12	12	14	98	78	97	38	28	75	62	47	37	77	14	73	33	75	10	94	98	84	13	21	44	33	82	60	39	61	70	20	30	26	92	36	57	90	17	86	6	43	71	32	10	4	85	85	97	62	30	49	84	93	91	23	61	10	71	62	18	100	57	87	27	92	75	47	91	92	53	60	13	89	27	86	46	25	31	26	15	17	8	75	88	47	59	13	14	48	21	25	63	13	18	61	54	54	51	35	16	13	8	
13	13	8	7	99	75	76	58	72	75	81	5	42	36	33	60	44	32	11	11	38	85	18	100	68	51	87	51	45	11	13	56	39	13	36	9	92	92	66	40	33	71	3	95	14	89	29	27	7	2	20	5	78	93	18	20	77	90	96	10	4	11	67	4	32	35	53	30	15	80	43	83	73	47	71	83	65	80	70	15	85	89	22	8	77	69	35	57	80	50	70	57	48	17	72	23	35	21	20	79	43	52	
14	14	21	17	44	44	23	69	30	31	90	14	53	12	73	32	83	50	9	18	3	26	9	99	4	99	34	9	90	54	23	74	73	49	26	66	76	7	1	21	21	62	57	61	43	15	96	29	34	64	73	48	46	39	63	7	39	94	20	67	44	28	6	79	26	90	90	19	72	85	12	29	60	82	89	80	15	54	10	22	65	40	54	43	62	10	56	37	82	29	51	35	61	30	59	36	5	43	54	11	36	91	
15	15	81	6	57	96	33	94	71	52	8	16	20	29	80	62	49	90	95	37	70	4	22	73	35	41	69	12	23	60	13	46	75	18	43	19	63	79	47	65	38	86	61	76	84	82	73	69	76	34	81	8	16	80	36	75	2	58	8	95	42	62	53	19	87	88	79	42	79	100	52	34	50	14	36	87	21	46	44	46	5	55	88	30	13	57	16	92	89	7	27	64	86	38	60	10	35	56	56	78	59	12	
16	16	35	1	28	89	34	18	60	9	42	90	89	77	54	48	33	90	88	49	65	63	33	65	89	40	45	91	55	21	75	4	41	55	69	6	82	33	26	4	74	47	39	82	10	4	63	71	43	72	89	92	35	42	42	58	18	87	55	48	24	86	33	87	72	80	24	65	34	54	41	16	44	72	8	5	34	79	78	54	72	16	69	24	49	34	69	16	83	12	44	71	38	21	97	13	79	44	5	30	57	71	
17	17	56	18	23	15	45	75	5	73	45	47	31	26	9	15	20	24	98	78	60	21	97	65	7	68	89	29	97	64	33	21	82	13	38	13	100	71	60	89	90	61	95	7	54	2	63	74	25	43	4	25	14	61	24	83	79	8	100	95	65	7	19	89	83	25	71	3	78	64	57	19	18	76	37	53	73	97	71	79	76	71	28	84	51	34	80	6	41	26	58	43	95	73	56	24	12	53	1	47	17	82	
18	18	35	81	100	43	52	54	98	17	23	57	98	79	100	53	7	24	36	1	94	64	84	25	45	44	50	79	94	54	65	45	69	54	59	28	56	28	69	42	93	27	15	1	76	84	58	99	35	72	45	25	6	11	82	4	25	96	98	50	99	15	24	65	40	49	26	70	24	89	93	22	34	1	38	17	92	80	26	79	95	91	39	43	49	72	51	60	18	74	5	36	36	86	36	22	8	92	15	96	45	100	
19	19	81	99	19	29	33	55	9	57	59	2	44	39	94	77	41	17	11	81	11	50	93	26	60	30	90	44	78	61	84	70	82	70	93	38	33	7	73	42	90	61	10	35	49	1	91	58	13	69	70	42	32	40	95	80	85	22	77	80	59	63	65	52	9	67	59	58	89	4	31	9	46	62	45	93	78	42	16	66	53	43	62	39	14	91	49	24	78	40	89	71	18	23	9	10	23	54	39	82	86	20	
20	20	10	17	3	13	13	27	37	6	80	51	27	79	67	65	79	52	16	14	100	83	62	12	49	21	33	5	60	13	47	5	26	18	69	82	72	89	46	75	59	47	50	68	74	45	60	38	95	5	47	33	39	8	76	47	1	53	27	86	85	74	59	35	25	13	79	78	76	68	57	79	31	25	78	55	42	51	10	71	88	78	58	67	52	38	72	21	47	10	8	71	42	90	46	54	70	58	99	3	19	93	
21	21	25	78	60	7	67	95	93	32	79	44	40	86	6	56	25	75	61	84	78	70	5	36	33	29	42	92	49	59	96	78	96	46	54	95	38	91	99	46	30	40	2	78	99	76	28	14	57	58	6	17	42	24	53	16	52	16	70	84	83	25	81	96	2	50	11	56	94	6	67	57	87	16	100	91	97	43	41	90	76	44	12	8	76	20	78	71	45	59	12	29	37	29	31	59	21	94	92	9	40	52	
22	22	97	77	20	84	9	88	15	78	50	9	80	2	16	59	3	45	48	44	58	17	88	32	63	82	14	70	22	77	78	61	1	38	99	87	44	94	42	50	92	6	65	24	4	34	80	53	69	51	86	29	67	7	41	8	9	22	49	59	76	4	80	86	14	69	47	66	45	9	42	91	26	38	99	89	17	9	45	19	72	55	44	86	53	34	44	80	50	67	17	33	12	82	1	90	28	41	62	86	22	87	
23	23	31	31	75	80	56	100	50	21	100	48	9	39	33	43	33	2	19	21	81	85	83	93	12	17	47	23	15	86	2	86	53	20	29	66	95	92	18	75	75	91	28	71	25	75	89	63	30	73	97	5	82	89	34	91	85	63	51	51	10	39	87	77	2	53	96	96	58	16	14	46	99	83	37	86	4	2	51	28	38	50	33	19	14	62	40	8	36	50	32	13	75	41	1	77	49	29	53	88	40	74	
24	24	82	64	22	23	73	56	9	94	58	71	4	99	15	1	8	55	83	54	77	63	93	68	85	1	60	52	28	35	99	31	93	70	81	72	68	62	49	89	42	33	3	23	3	89	74	36	53	40	87	44	81	16	14	40	54	50	5	8	57	49	9	25	42	95	53	48	73	79	81	10	34	31	23	94	15	22	16	90	1	46	24	5	47	90	23	72	40	11	57	34	84	7	19	73	22	33	18	92	36	95	
25	25	87	88	69	10	22	36	35	41	98	24	86	100	7	29	1	50	46	41	96	79	17	49	50	98	95	31	52	22	70	84	69	82	92	56	42	59	25	55	77	86	41	79	53	76	69	15	15	53	69	57	84	18	5	63	33	86	81	53	87	63	39	76	27	20	72	29	18	95	52	22	60	14	4	87	60	68	47	82	68	23	80	37	60	50	98	16	94	44	46	17	56	20	66	11	75	97	65	61	44	53	
26	26	56	33	87	14	89	37	49	61	80	36	90	83	83	30	48	83	10	97	35	18	29	75	60	21	36	90	20	74	95	61	75	46	36	75	27	100	84	25	34	37	47	58	45	42	73	90	35	89	90	79	79	18	76	100	39	12	4	18	73	69	47	18	11	33	16	29	17	50	50	74	47	11	35	86	58	55	98	19	29	50	38	69	21	70	70	27	54	59	3	86	34	85	27	78	77	68	4	17	65	5	
27	27	73	13	23	25	34	69	16	47	27	90	21	70	90	89	48	14	4	91	5	11	42	8	52	50	53	72	92	50	5	8	7	49	31	81	79	63	13	35	100	27	15	15	94	68	66	79	69	18	80	78	65	36	41	34	54	93	71	30	71	95	96	1	65	70	55	32	19	26	71	67	26	98	31	26	35	8	6	22	21	97	69	47	75	3	70	19	21	98	99	47	50	47	62	74	43	37	58	11	80	88	
28	28	47	47	22	75	90	93	15	80	53	76	11	41	41	4	90	37	22	61	99	19	83	23	7	100	53	2	79	100	97	30	10	54	24	45	61	75	97	89	44	93	18	22	47	9	56	91	41	24	25	44	98	57	27	77	46	97	85	21	22	91	13	40	70	7	11	88	49	100	28	87	32	57	97	22	79	91	17	99	34	66	45	69	66	1	11	52	64	70	38	100	2	12	68	49	34	95	67	77	18	77	
29	29	64	7	4	34	64	87	61	50	80	87	66	33	83	89	92	35	99	23	35	13	12	1	96	12	49	25	11	43	8	80	4	27	65	97	18	21	7	73	74	12	75	82	31	15	85	57	4	28	77	81	14	4	66	59	100	17	89	23	32	64	17	50	36	51	57	89	58	1	3	91	75	41	43	81	57	73	53	7	55	91	6	97	18	32	93	48	77	59	75	68	99	86	86	15	2	41	38	89	54	37	
30	30	28	36	55	72	1	5	95	80	1	27	99	8	18	4	25	10	66	8	86	63	53	80	71	33	44	96	84	34	13	19	34	43	26	75	94	67	21	75	95	17	51	12	98	16	10	68	34	42	48	23	95	66	64	25	32	30	87	16	28	54	80	32	43	90	31	60	65	49	98	78	36	39	79	5	16	31	37	86	31	79	31	51	67	67	39	15	86	68	52	8	26	58	38	3	11	16	10	26	20	18	
31	31	12	60	87	44	62	1	84	98	43	33	30	4	79	76	52	69	23	39	66	87	12	65	95	100	45	81	79	80	97	21	95	11	10	47	95	53	76	54	25	35	6	62	61	77	29	100	80	95	84	6	57	54	75	28	70	41	11	88	41	5	84	12	30	51	49	18	19	68	33	51	13	25	36	29	57	59	70	47	69	73	87	5	42	91	45	4	95	76	92	45	87	2	5	66	85	86	41	60	35	96	
32	32	87	39	91	44	90	54	82	73	76	63	34	9	41	90	62	50	66	99	6	30	72	4	22	60	57	64	99	60	24	3	82	6	56	56	39	66	32	16	38	95	49	84	99	4	88	7	42	89	42	24	90	100	86	37	7	60	70	8	59	6	41	63	99	86	94	24	3	40	60	39	63	12	55	24	86	50	96	73	65	37	56	70	83	64	57	45	1	44	89	94	78	3	77	62	74	65	9	55	94	20	
33	33	46	67	8	22	6	12	37	64	59	49	11	71	56	80	94	37	3	90	57	47	28	48	73	99	39	59	23	45	91	41	11	98	65	8	13	76	42	27	68	92	99	27	100	30	20	100	9	33	65	73	67	26	63	61	52	74	43	47	4	29	35	82	42	44	5	23	48	22	75	52	45	77	16	14	28	52	82	44	51	20	6	1	43	55	20	57	62	57	30	66	96	45	37	50	38	27	26	6	27	37	
34	34	97	52	24	47	88	9	10	89	5	72	13	46	79	21	52	30	46	2	88	39	12	35	75	82	32	70	95	88	99	33	4	23	99	92	99	88	51	21	61	42	81	8	16	49	50	76	43	76	98	27	70	58	81	88	90	41	65	59	51	71	19	53	34	20	15	100	12	64	38	60	64	29	89	27	52	78	4	19	18	83	55	31	89	66	80	35	24	95	8	79	53	65	78	85	93	16	56	100	100	24	
35	35	2	77	69	98	12	7	24	33	60	57	65	12	20	92	82	87	71	74	68	38	7	4	12	10	37	27	25	52	67	4	18	88	99	33	52	25	62	50	80	73	43	28	68	1	14	92	10	31	1	14	26	72	46	30	65	98	4	32	41	70	67	47	82	72	58	41	33	67	34	50	53	80	98	43	65	1	7	33	34	75	5	6	77	23	50	7	12	4	92	20	67	66	82	69	49	82	91	70	47	26	
36	36	70	90	55	37	77	9	66	8	40	86	44	58	55	3	23	92	20	29	2	66	75	88	28	14	69	46	59	53	59	34	78	35	13	91	60	90	93	63	3	27	62	30	86	15	89	84	45	77	78	98	72	61	28	86	56	50	9	95	66	63	3	90	99	67	40	79	78	62	45	45	82	62	66	25	66	54	49	97	35	94	23	75	39	68	16	47	16	5	56	70	100	61	41	40	55	11	67	78	55	31	
37	37	79	82	91	18	50	40	83	75	69	63	85	100	80	25	32	84	5	8	15	33	48	95	63	90	80	88	81	95	21	2	2	91	24	7	37	72	91	56	31	33	61	47	17	11	74	41	37	73	44	30	99	68	14	46	27	93	47	44	11	15	60	89	37	12	5	87	81	7	89	76	66	73	58	85	54	3	45	8	3	20	91	82	47	57	37	47	95	94	15	60	55	35	48	14	7	42	93	96	14	1	
38	38	89	12	86	53	84	75	28	48	55	36	44	37	27	36	27	57	71	87	60	86	79	36	57	7	22	5	78	37	63	55	60	10	55	17	75	66	75	40	40	38	36	16	11	21	52	20	43	79	64	55	82	59	91	89	3	100	23	17	38	77	46	6	81	52	32	93	32	80	68	55	58	79	26	66	3	28	97	35	22	44	26	80	90	36	51	61	67	54	96	52	74	73	96	52	9	83	80	25	47	58	
39	39	45	74	62	89	100	14	98	81	19	1	94	9	75	5	51	50	53	58	89	23	31	61	87	7	79	88	75	4	29	57	51	10	81	46	39	100	17	92	53	41	26	80	75	8	15	74	97	95	66	29	33	60	86	98	4	29	15	84	64	76	22	75	36	59	4	60	4	58	1	47	62	85	48	1	87	56	12	50	88	83	72	41	12	17	7	1	49	22	90	40	21	90	32	8	28	64	97	54	100	52	
40	40	74	86	43	87	33	95	93	94	38	21	93	79	12	36	28	89	50	38	93	95	45	77	95	55	83	21	93	7	74	100	74	17	81	42	98	57	20	96	81	35	34	63	68	28	80	3	36	100	67	7	56	85	87	87	6	24	33	44	71	27	71	37	34	77	96	2	61	14	72	80	43	15	95	93	45	33	60	66	29	44	14	46	10	33	47	15	77	18	82	81	89	97	80	54	92	6	66	89	85	59	
41	41	24	77	97	57	69	98	36	99	42	76	14	76	82	81	38	94	17	90	49	94	59	93	67	49	69	51	100	45	95	21	25	52	78	59	18	44	31	92	63	94	99	68	85	93	55	88	15	41	28	20	1	14	17	61	100	76	54	9	80	100	26	74	98	98	68	66	85	100	19	38	45	79	10	37	70	3	30	71	45	98	19	22	65	98	12	63	81	82	96	79	2	60	74	23	92	53	79	97	73	80	
42	42	82	82	89	92	11	9	22	95	25	59	86	96	76	88	91	24	73	8	2	50	53	19	22	47	38	27	93	20	82	29	33	60	28	44	38	13	15	7	12	30	73	86	79	28	85	73	44	25	18	18	55	89	1	16	69	21	51	31	12	60	68	79	29	6	56	75	77	18	82	42	86	14	45	39	59	38	14	65	85	63	40	54	71	54	56	17	11	27	58	1	43	68	87	44	11	25	2	71	50	77	
43	43	55	52	59	46	44	32	79	20	1	53	45	63	4	75	27	17	46	33	55	80	48	66	65	24	82	29	76	46	96	4	8	16	35	25	53	78	46	50	76	29	26	33	43	86	77	80	37	9	60	85	30	65	48	94	39	100	94	100	54	62	20	6	94	34	64	87	39	85	86	56	13	32	54	80	76	83	57	12	23	96	69	60	72	100	98	81	25	60	67	98	86	45	34	11	4	37	91	100	63	17	
44	44	64	44	13	56	48	43	87	52	84	8	22	85	26	55	95	84	43	49	83	69	37	29	56	40	5	48	8	36	86	5	59	69	76	41	82	12	67	73	8	19	88	94	11	37	52	83	4	30	95	40	32	14	32	71	2	2	76	32	36	82	83	89	96	40	9	71	59	77	13	86	3	44	82	16	70	73	26	43	24	8	84	68	37	38	3	5	93	46	87	56	47	69	7	34	75	57	39	61	63	3	
45	45	69	20	2	59	88	81	7	67	59	100	70	64	71	25	55	39	7	85	10	73	94	95	39	95	72	17	21	92	50	7	15	50	92	44	67	2	78	25	10	47	54	65	45	16	69	23	76	21	54	53	42	49	28	52	6	95	97	51	49	89	87	95	76	11	36	56	65	30	13	100	76	42	99	13	84	83	42	24	70	4	44	29	41	30	39	16	90	12	57	28	9	28	7	8	6	76	67	45	62	36	
46	46	92	73	30	62	76	62	68	39	74	75	62	58	8	88	14	99	90	31	68	67	23	12	7	23	44	85	28	75	71	32	36	89	25	50	29	16	91	52	82	63	65	56	66	60	72	57	23	27	35	73	52	77	72	2	97	18	92	86	39	47	66	63	21	2	59	56	93	24	6	44	69	50	25	75	53	10	61	53	94	33	1	13	43	32	94	45	86	11	69	18	1	41	33	87	88	24	59	89	97	82	
47	47	14	6	29	26	15	90	53	12	62	2	35	13	37	96	15	86	14	91	81	20	84	73	51	33	30	66	2	82	67	68	9	77	89	6	76	14	63	80	49	64	97	36	26	49	50	33	82	15	93	87	1	13	27	40	24	56	20	95	79	59	94	39	44	97	77	66	24	3	41	11	69	43	23	53	81	10	38	72	41	3	91	98	72	12	25	42	73	32	65	61	38	97	87	81	20	47	9	2	8	88	
48	48	10	79	22	16	33	73	79	29	65	63	77	1	8	83	95	4	8	59	42	20	11	40	81	31	61	59	32	64	76	87	83	72	81	6	60	67	36	56	8	30	12	33	88	77	14	58	94	63	75	100	63	12	30	30	57	12	40	44	63	13	99	10	66	71	11	28	91	5	7	74	3	24	24	85	30	52	49	52	60	16	99	15	45	73	34	63	20	69	88	90	22	95	1	88	72	2	75	87	16	85	
49	49	30	94	65	44	71	43	86	66	66	36	97	74	80	45	22	48	12	34	16	41	92	15	78	60	30	33	65	57	23	68	25	71	59	7	87	22	88	19	19	88	7	53	46	7	77	47	86	26	93	27	50	99	65	33	56	84	39	31	66	70	57	90	94	37	97	76	91	81	97	23	4	72	35	7	24	13	79	59	87	20	12	78	98	26	8	77	78	55	31	39	6	90	89	56	96	53	51	81	17	19	
50	50	11	50	43	23	12	18	74	65	54	13	67	82	97	76	13	1	72	75	52	9	62	65	97	19	60	69	72	74	16	8	40	70	37	72	16	16	34	72	41	27	91	64	65	12	9	70	14	15	65	97	76	57	84	77	85	80	24	87	92	51	32	20	29	58	38	39	34	24	29	69	95	4	9	60	63	44	3	83	4	38	78	78	78	84	66	76	48	40	66	39	18	30	1	38	14	73	14	12	25	76	
51	51	1	83	89	69	21	86	81	31	95	21	57	30	76	37	61	24	37	43	63	23	34	38	88	76	34	43	87	47	44	10	80	68	60	98	89	13	26	36	52	46	1	5	41	90	60	93	37	34	37	40	18	66	4	56	54	67	99	58	95	25	98	12	54	13	44	86	38	28	21	3	97	67	45	25	4	35	73	39	47	91	54	43	11	39	35	64	9	88	97	34	60	97	22	36	59	80	5	29	100	19	
52	52	34	8	84	52	28	62	81	34	46	84	14	75	21	45	48	45	80	31	48	6	66	26	92	16	19	9	73	86	48	16	60	39	68	15	69	57	49	55	85	23	9	22	53	77	32	21	46	31	32	15	88	93	87	26	50	13	86	46	88	12	95	49	81	94	76	75	25	56	50	96	30	20	36	84	57	21	92	2	13	5	68	24	59	80	48	79	73	33	18	82	6	94	6	98	23	16	65	58	50	21	
53	53	31	14	37	53	69	27	74	10	79	56	57	79	70	26	72	49	65	20	99	49	53	8	60	89	37	48	12	27	55	83	27	75	39	46	45	72	18	23	11	88	80	18	94	64	16	45	19	72	77	33	41	84	65	79	3	99	54	43	94	43	86	30	48	42	91	81	8	7	90	72	98	38	37	8	43	34	74	66	56	51	100	39	90	79	97	8	63	83	79	69	37	44	97	51	14	7	77	38	12	95	
54	54	94	100	56	66	38	75	58	55	28	9	53	50	25	42	57	80	59	82	3	77	70	20	46	62	14	26	82	18	14	98	18	54	33	33	71	45	77	36	47	4	32	84	80	86	78	55	20	42	55	61	47	59	36	42	84	97	14	80	64	90	91	60	14	60	90	43	32	20	96	72	30	79	79	70	75	36	27	3	73	31	47	35	33	97	69	93	68	29	72	27	10	13	67	37	63	12	12	9	14	85	
55	55	6	50	74	44	54	96	13	72	93	16	41	52	57	68	16	17	40	21	40	11	26	37	59	73	35	31	3	32	49	84	85	100	80	80	50	89	72	10	55	94	14	62	41	26	78	98	81	51	51	97	51	33	81	42	80	45	78	76	39	26	2	5	85	59	55	10	38	84	38	6	84	35	17	48	61	19	9	49	93	61	46	36	43	96	96	17	59	7	44	14	38	65	95	86	17	35	22	12	46	13	
56	56	28	13	67	72	8	86	1	85	27	63	48	80	47	81	13	88	48	83	1	79	8	30	38	14	48	37	99	82	31	34	91	37	58	15	23	10	49	24	97	6	49	56	87	98	83	58	5	71	36	59	78	80	78	28	59	26	57	81	69	59	72	59	28	73	63	68	6	50	20	35	70	54	61	79	66	26	49	3	29	30	5	82	48	50	32	34	18	16	56	91	28	49	98	37	84	67	4	81	16	72	
57	57	3	87	78	71	31	67	24	14	100	6	20	18	62	82	82	77	24	59	79	49	15	2	34	29	59	11	51	29	56	96	64	81	45	81	24	51	64	38	12	34	17	40	15	46	77	89	5	56	88	58	38	88	61	25	88	49	65	3	48	92	65	69	32	25	89	15	33	96	39	8	61	87	52	95	31	33	52	85	3	96	68	96	63	44	78	66	34	39	44	63	61	92	30	3	89	13	22	12	96	87	
58	58	63	4	92	89	78	66	81	17	41	56	27	51	52	26	44	35	22	43	60	86	32	83	14	11	98	56	88	31	31	62	18	20	72	39	4	29	53	74	71	56	84	50	68	54	57	47	43	9	40	82	99	97	7	38	44	13	41	37	92	30	54	7	41	13	16	46	71	3	3	64	28	56	83	93	10	90	97	47	29	61	64	86	55	67	9	63	93	73	68	26	39	11	85	21	83	50	31	45	54	25	
59	59	39	11	83	56	75	93	68	62	23	15	96	21	5	93	40	21	28	80	56	67	9	16	78	73	95	85	51	10	28	17	65	32	89	3	76	4	37	3	80	75	8	35	1	23	3	71	69	27	16	21	54	72	4	58	72	66	4	71	89	62	38	80	19	18	49	8	24	97	55	82	7	60	84	36	16	34	96	96	26	47	99	67	67	100	65	1	69	95	4	77	68	96	93	79	100	41	27	26	23	57	
60	60	21	2	91	83	75	77	35	87	29	11	86	43	35	39	46	100	100	37	86	82	35	59	7	87	4	83	37	56	67	95	3	77	65	34	88	79	17	88	83	28	76	7	9	35	15	74	15	91	59	8	33	21	40	58	91	1	17	89	57	64	67	3	41	37	96	68	16	56	62	38	83	47	10	17	23	76	20	55	96	81	55	83	39	36	73	32	48	14	16	24	84	18	80	32	34	73	67	100	58	90	
61	61	29	24	12	91	96	99	27	63	56	37	67	6	45	53	98	95	72	53	23	90	26	15	99	70	92	69	85	89	14	29	14	4	17	32	18	57	74	42	30	23	100	35	94	53	53	19	100	73	39	83	67	37	95	10	80	82	33	22	67	65	4	54	20	34	25	68	92	5	6	51	40	40	28	96	42	25	35	99	36	28	41	42	29	78	2	18	23	93	51	28	1	37	22	64	88	77	92	55	98	22	
62	62	47	21	44	95	71	42	8	6	81	26	30	89	51	3	98	89	81	37	64	46	59	57	19	86	8	42	3	73	7	10	38	54	15	27	48	83	81	77	88	32	83	92	24	39	31	8	95	52	87	96	56	61	72	47	15	87	69	61	77	27	42	84	75	21	79	77	91	60	97	49	91	76	12	32	71	8	55	34	39	11	46	93	78	29	39	50	14	5	44	75	61	73	49	7	16	82	94	70	11	32	
63	63	46	69	97	71	21	62	57	52	84	16	58	52	9	18	20	58	56	22	65	7	77	13	27	78	21	9	65	2	30	10	7	32	36	92	4	19	43	71	48	1	52	30	81	58	83	90	99	59	9	29	62	43	74	47	82	91	90	10	38	11	26	46	51	84	69	20	49	86	60	5	50	53	49	63	55	10	80	39	75	90	19	5	54	70	62	38	57	83	46	81	7	16	60	35	27	71	28	26	4	99	
64	64	58	37	22	48	68	52	55	43	72	86	3	34	8	41	87	60	18	69	15	78	32	48	3	35	2	45	43	96	24	62	30	5	94	91	68	59	50	52	88	78	33	15	34	4	98	88	45	40	25	81	93	10	18	71	4	95	45	91	38	29	95	60	21	49	8	96	41	16	95	32	99	83	5	86	38	18	50	51	66	64	49	67	93	32	21	75	99	22	68	33	52	77	12	19	79	47	35	6	41	90	
65	65	1	3	7	60	47	27	100	26	53	41	41	28	36	62	7	8	54	52	40	92	14	74	64	4	4	48	65	75	58	28	60	35	53	80	97	59	84	50	34	3	81	56	8	92	70	23	79	33	90	82	60	3	98	2	91	6	100	64	76	2	81	38	94	70	67	25	94	47	20	1	63	92	55	60	2	25	96	43	22	39	67	81	98	93	80	2	35	84	33	60	73	5	68	13	97	90	82	30	78	15	
66	66	87	75	29	58	65	9	38	49	39	38	74	10	94	9	72	43	25	73	83	50	35	76	86	70	90	13	64	75	79	29	47	21	74	38	74	74	8	44	20	95	36	28	75	45	93	29	28	74	22	92	39	78	60	69	94	86	66	33	41	21	13	17	4	84	33	72	80	35	30	36	80	6	58	45	91	47	27	95	3	87	6	81	79	29	3	16	89	1	60	10	39	36	24	4	28	39	76	21	7	49	
67	67	21	98	8	29	47	55	71	28	2	41	75	39	33	14	54	45	73	21	56	89	62	46	25	92	55	82	68	78	77	27	7	32	91	13	28	89	18	75	99	73	56	41	89	30	64	16	77	88	56	89	17	79	56	91	40	51	69	13	93	99	60	37	95	44	66	77	45	27	4	77	46	85	74	61	9	48	11	92	39	11	19	83	68	88	19	70	39	21	51	59	53	71	44	54	41	42	76	10	92	46	
68	68	64	17	90	51	23	33	48	11	39	38	64	55	53	12	38	25	74	43	81	37	2	3	53	38	56	26	79	27	69	61	88	93	46	7	28	100	7	31	37	32	47	60	67	2	92	13	10	98	71	73	43	94	25	31	43	59	29	74	7	34	29	64	69	31	1	33	3	65	9	68	74	67	74	85	37	15	91	19	2	84	63	51	3	10	32	3	21	70	56	27	43	43	100	25	41	1	12	56	71	4	
